# BUSCO version is: 5.8.0 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2024-01-08, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
25450at3193	Complete	contig_8826	631106	628755	-	1030.2	671	https://v10-1.orthodb.org/?query=25450at3193	Calcium-dependent channel, 7TM region, putative phosphate
25535at3193	Complete	contig_12466	815863	900957	+	933.8	580	https://v10-1.orthodb.org/?query=25535at3193	Zinc finger, PHD-type
25543at3193	Missing
25549at3193	Complete	contig_9744	2793227	2867222	+	544.8	606	https://v10-1.orthodb.org/?query=25549at3193	Armadillo-type fold
25602at3193	Missing
25760at3193	Complete	contig_24783	451873	449802	-	832.9	560	https://v10-1.orthodb.org/?query=25760at3193	Pentatricopeptide repeat
25883at3193	Complete	contig_5784	2381867	2379609	-	880.5	676	https://v10-1.orthodb.org/?query=25883at3193	Pentatricopeptide repeat
26025at3193	Complete	contig_5363	1462590	1593239	+	890.3	615	https://v10-1.orthodb.org/?query=26025at3193	WRC domain
26282at3193	Complete	contig_4172	2229075	2156219	-	862.3	586	https://v10-1.orthodb.org/?query=26282at3193	Nucleoporin Nup85-like
26318at3193	Complete	contig_10076	2581907	2588620	+	480.5	437	https://v10-1.orthodb.org/?query=26318at3193	N-acetylglucosaminyl transferase component
26386at3193	Missing
26417at3193	Complete	contig_5589	879736	882034	+	712.6	602	https://v10-1.orthodb.org/?query=26417at3193	Pentatricopeptide repeat
26497at3193	Fragmented	contig_12113	875528	862965	-	660.8	456	https://v10-1.orthodb.org/?query=26497at3193	Helicase, C-terminal
26586at3193	Complete	contig_11807	90637	82368	-	786.0	544	https://v10-1.orthodb.org/?query=26586at3193	Macro domain
26756at3193	Missing
26776at3193	Complete	contig_8451	1968183	2104691	+	602.0	454	https://v10-1.orthodb.org/?query=26776at3193	Tetratricopeptide repeat
26794at3193	Complete	contig_12124	4107238	4080561	-	1007.6	608	https://v10-1.orthodb.org/?query=26794at3193	Helicase, C-terminal
26815at3193	Complete	contig_6893	3351102	3338339	-	1006.9	588	https://v10-1.orthodb.org/?query=26815at3193	SNF2-related, N-terminal domain
26824at3193	Missing
26847at3193	Complete	contig_20221	224896	187574	-	876.1	565	https://v10-1.orthodb.org/?query=26847at3193	Conserved oligomeric Golgi complex subunit 6
26860at3193	Missing
26980at3193	Fragmented	contig_18940	88385	84606	-	521.1	270	https://v10-1.orthodb.org/?query=26980at3193	Sterile alpha motif domain
27037at3193	Missing
27315at3193	Complete	contig_5433	1850710	1725675	-	933.8	578	https://v10-1.orthodb.org/?query=27315at3193	FG-GAP repeat-containing protein
27435at3193	Missing
27492at3193	Complete	contig_28	1015447	894225	-	611.6	499	https://v10-1.orthodb.org/?query=27492at3193	GPI transamidase component Gaa1
27663at3193	Missing
27702at3193	Complete	contig_14049	1044499	1046789	+	770.7	609	https://v10-1.orthodb.org/?query=27702at3193	Pentatricopeptide repeat
27725at3193	Missing
27810at3193	Complete	contig_18215	13119	177245	+	536.9	456	https://v10-1.orthodb.org/?query=27810at3193	NHL repeat
27877at3193	Complete	contig_17936	1014098	936367	-	800.8	505	https://v10-1.orthodb.org/?query=27877at3193	UbiB domain
28014at3193	Complete	contig_21110	116601	114320	-	846.1	631	https://v10-1.orthodb.org/?query=28014at3193	Domain X
28151at3193	Missing
28171at3193	Missing
28384at3193	Complete	contig_5432	1953632	1930786	-	686.6	580	https://v10-1.orthodb.org/?query=28384at3193	Tetratricopeptide repeat
28608at3193	Complete	contig_2463	385781	534242	+	974.9	533	https://v10-1.orthodb.org/?query=28608at3193	MCM domain
28757at3193	Complete	contig_7328	1296841	1267648	-	823.2	555	https://v10-1.orthodb.org/?query=28757at3193	YjgF/YER057c/UK114 family
28825at3193	Complete	contig_5942	1850657	1852515	+	1031.3	537	https://v10-1.orthodb.org/?query=28825at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
29036at3193	Missing
29083at3193	Missing
29166at3193	Missing
29931at3193	Complete	contig_7113	241240	216728	-	970.3	593	https://v10-1.orthodb.org/?query=29931at3193	Pentatricopeptide repeat
30065at3193	Complete	contig_14394	279679	337287	+	778.6	578	https://v10-1.orthodb.org/?query=30065at3193	Pentatricopeptide repeat
30083at3193	Complete	contig_10073	151059	148881	-	1055.8	651	https://v10-1.orthodb.org/?query=30083at3193	Pentatricopeptide repeat
30808at3193	Missing
30814at3193	Complete	contig_14033	289556	110315	-	623.9	548	https://v10-1.orthodb.org/?query=30814at3193	-alpha-acetyltransferase 35, NatC auxiliary subunit
30899at3193	Complete	contig_23421	17295	4847	-	641.7	531	https://v10-1.orthodb.org/?query=30899at3193	Protein arginine N-methyltransferase
30989at3193	Missing
31075at3193	Complete	contig_11036	1647461	1645519	-	816.2	538	https://v10-1.orthodb.org/?query=31075at3193	Pentatricopeptide repeat
31083at3193	Missing
31335at3193	Complete	contig_5784	338769	340676	+	645.6	559	https://v10-1.orthodb.org/?query=31335at3193	Pentatricopeptide repeat
31425at3193	Missing
31508at3193	Missing
31517at3193	Missing
31559at3193	Complete	contig_5248	737303	660061	-	952.5	566	https://v10-1.orthodb.org/?query=31559at3193	Gamma-tubulin complex component
31765at3193	Missing
32024at3193	Complete	contig_21842	338534	295662	-	559.7	486	https://v10-1.orthodb.org/?query=32024at3193	Forkhead-associated (FHA) domain
32093at3193	Missing
32138at3193	Missing
32371at3193	Complete	contig_10228	807099	755541	-	840.3	476	https://v10-1.orthodb.org/?query=32371at3193	THO complex, subunit THOC1
32377at3193	Complete	contig_25	1622125	1679598	+	668.7	512	https://v10-1.orthodb.org/?query=32377at3193	Regulator of MON1-CCZ1 complex, C-terminal
32563at3193	Complete	contig_5527	1681681	1533142	-	1094.9	691	https://v10-1.orthodb.org/?query=32563at3193	Ubiquitin-like modifier-activating enzyme Atg7
32798at3193	Complete	contig_12113	724412	770080	+	873.2	528	https://v10-1.orthodb.org/?query=32798at3193	Helicase, C-terminal
32854at3193	Missing
32900at3193	Complete	contig_25678	249923	269233	+	692.0	455	https://v10-1.orthodb.org/?query=32900at3193	Tyrosyl-DNA phosphodiesterase I
33003at3193	Complete	contig_16954	1113096	1114992	+	739.0	473	https://v10-1.orthodb.org/?query=33003at3193	Pentatricopeptide repeat
33414at3193	Missing
33439at3193	Missing
33440at3193	Complete	contig_5462	1662199	1664337	+	855.7	584	https://v10-1.orthodb.org/?query=33440at3193	Pentatricopeptide repeat
33695at3193	Complete	contig_5871	388599	168898	-	659.0	443	https://v10-1.orthodb.org/?query=33695at3193	Actin family
34076at3193	Complete	contig_21842	139265	88197	-	750.8	510	https://v10-1.orthodb.org/?query=34076at3193	Ku, C-terminal
34144at3193	Complete	contig_21255	983846	986489	+	924.9	671	https://v10-1.orthodb.org/?query=34144at3193	Conserved oligomeric Golgi complex subunit 5
34445at3193	Complete	contig_12124	3271366	3312914	+	572.4	437	https://v10-1.orthodb.org/?query=34445at3193	Tetratricopeptide repeat
34701at3193	Complete	contig_5864	1607646	1609573	+	713.6	510	https://v10-1.orthodb.org/?query=34701at3193	Pentatricopeptide repeat
34990at3193	Complete	contig_18568	505902	573740	+	729.6	542	https://v10-1.orthodb.org/?query=34990at3193	Ribonuclease CAF1
35121at3193	Missing
35505at3193	Complete	contig_5327	348643	473199	+	773.2	520	https://v10-1.orthodb.org/?query=35505at3193	Rad4 beta-hairpin domain 1
35691at3193	Missing
36014at3193	Missing
36036at3193	Complete	contig_5993	702600	651434	-	931.5	568	https://v10-1.orthodb.org/?query=36036at3193	DNA2/NAM7 helicase, AAA domain
36176at3193	Missing
36488at3193	Complete	contig_4527	669055	711163	+	1011.9	483	https://v10-1.orthodb.org/?query=36488at3193	Elongator complex protein 3
36991at3193	Fragmented	contig_5363	194409	185242	-	198.7	184	https://v10-1.orthodb.org/?query=36991at3193	Rhodanese-like domain
37049at3193	Complete	contig_20288	789970	809426	+	566.4	361	https://v10-1.orthodb.org/?query=37049at3193	Ankyrin repeat-containing domain
37262at3193	Complete	contig_3811	267929	101927	-	777.2	502	https://v10-1.orthodb.org/?query=37262at3193	MoeA, C-terminal, domain IV
37298at3193	Complete	contig_5802	1364797	1457659	+	921.1	583	https://v10-1.orthodb.org/?query=37298at3193	ATP-dependent RNA helicase DEAD-box, conserved site
37412at3193	Complete	contig_9740	921976	1051799	+	839.7	590	https://v10-1.orthodb.org/?query=37412at3193	Actin family
37548at3193	Missing
37588at3193	Missing
37755at3193	Complete	contig_6893	1202631	1274005	+	932.4	545	https://v10-1.orthodb.org/?query=37755at3193	Transcription factor, GTP-binding domain
37839at3193	Complete	contig_2801	5368124	5370107	+	824.7	528	https://v10-1.orthodb.org/?query=37839at3193	Pentatricopeptide repeat
38010at3193	Missing
38027at3193	Missing
38226at3193	Missing
38404at3193	Complete	contig_19688	247886	359853	+	530.0	473	https://v10-1.orthodb.org/?query=38404at3193	Origin recognition complex, subunit 3
38539at3193	Complete	contig_6179	38984	51773	+	874.2	553	https://v10-1.orthodb.org/?query=38539at3193	Helicase, C-terminal
38669at3193	Complete	contig_6575	316365	231731	-	753.4	416	https://v10-1.orthodb.org/?query=38669at3193	DNA polymerase, Y-family, little finger domain
38784at3193	Missing
38883at3193	Complete	contig_20	2573037	2629523	+	751.1	449	https://v10-1.orthodb.org/?query=38883at3193	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily
39058at3193	Missing
39247at3193	Missing
39795at3193	Complete	contig_5629	111942	109630	-	676.3	566	https://v10-1.orthodb.org/?query=39795at3193	Pentatricopeptide repeat
39922at3193	Complete	contig_13298	1651774	1649623	-	896.4	612	https://v10-1.orthodb.org/?query=39922at3193	Pentatricopeptide repeat
40093at3193	Complete	contig_5942	1233349	1037406	-	888.0	463	https://v10-1.orthodb.org/?query=40093at3193	alpha-1,2-Mannosidase
40169at3193	Missing
40197at3193	Complete	contig_18537	391928	323026	-	854.5	527	https://v10-1.orthodb.org/?query=40197at3193	Helicase, C-terminal
40351at3193	Missing
40517at3193	Missing
40592at3193	Complete	contig_9918	581441	631063	+	511.3	456	https://v10-1.orthodb.org/?query=40592at3193	Geranylgeranyl transferase type-2 subunit alpha
40659at3193	Fragmented	contig_20288	610957	602635	-	625.2	415	https://v10-1.orthodb.org/?query=40659at3193	RZZ complex, subunit Zw10
40669at3193	Missing
40708at3193	Missing
40803at3193	Complete	contig_7872	2166269	2184139	+	726.7	458	https://v10-1.orthodb.org/?query=40803at3193	Imidazole glycerol phosphate synthase hisHF
40809at3193	Missing
41007at3193	Missing
41334at3193	Complete	contig_9427	2811693	2856106	+	598.6	444	https://v10-1.orthodb.org/?query=41334at3193	Cell division control protein 24, OB domain 1
41344at3193	Missing
41601at3193	Complete	contig_5363	5717968	5592668	-	720.8	549	https://v10-1.orthodb.org/?query=41601at3193	Transglutaminase-like
41955at3193	Complete	contig_22024	936066	971453	+	711.0	502	https://v10-1.orthodb.org/?query=41955at3193	FF domain
42058at3193	Complete	contig_10228	316761	369474	+	548.7	409	https://v10-1.orthodb.org/?query=42058at3193	Zinc finger, RING-type
42242at3193	Complete	contig_7872	1516296	1500278	-	933.9	611	https://v10-1.orthodb.org/?query=42242at3193	RNA helicase
42345at3193	Missing
42368at3193	Missing
42564at3193	Complete	contig_5462	6501978	6512531	+	667.8	468	https://v10-1.orthodb.org/?query=42564at3193	Pumilio homology domain
42581at3193	Missing
42644at3193	Complete	contig_24	874981	876704	+	735.3	493	https://v10-1.orthodb.org/?query=42644at3193	Pentatricopeptide repeat
42802at3193	Complete	contig_3377	4272296	4231947	-	779.9	585	https://v10-1.orthodb.org/?query=42802at3193	RNA recognition motif domain
42938at3193	Missing
43116at3193	Complete	contig_19103	2914247	2917877	+	491.6	531	https://v10-1.orthodb.org/?query=43116at3193	Armadillo-type fold
43206at3193	Missing
43212at3193	Missing
43431at3193	Complete	contig_24353	138248	17422	-	501.0	394	https://v10-1.orthodb.org/?query=43431at3193	XPG N-terminal
43535at3193	Fragmented	contig_6956	932	112642	+	673.0	336	https://v10-1.orthodb.org/?query=43535at3193	MCM domain
43587at3193	Missing
43595at3193	Complete	contig_21815	578783	580532	+	848.0	459	https://v10-1.orthodb.org/?query=43595at3193	WD40 repeat
44042at3193	Complete	contig_14012	2270264	2185794	-	722.6	513	https://v10-1.orthodb.org/?query=44042at3193	GPI transamidase component PIG-T
44473at3193	Missing
44486at3193	Complete	contig_22024	1229018	1211795	-	552.8	412	https://v10-1.orthodb.org/?query=44486at3193	Glucose-6-phosphate dehydrogenase
44542at3193	Missing
44590at3193	Complete	contig_15	3129549	3127614	-	702.6	486	https://v10-1.orthodb.org/?query=44590at3193	Muniscin C-terminal
44817at3193	Missing
44833at3193	Missing
45013at3193	Complete	contig_7113	116822	163273	+	574.0	387	https://v10-1.orthodb.org/?query=45013at3193	Protein kinase domain
45095at3193	Missing
45207at3193	Complete	contig_10073	117843	119703	+	655.1	481	https://v10-1.orthodb.org/?query=45207at3193	Ubiquitin fusion degradation protein Ufd1-like
45227at3193	Missing
45375at3193	Complete	contig_22853	70274	199324	+	961.2	620	https://v10-1.orthodb.org/?query=45375at3193	ELYS-like domain
45799at3193	Missing
45818at3193	Duplicated	contig_20	2799740	2827722	+	630.8	501	https://v10-1.orthodb.org/?query=45818at3193	Leucine-rich repeat
45818at3193	Duplicated	contig_19726	953849	958413	+	653.2	472	https://v10-1.orthodb.org/?query=45818at3193	Leucine-rich repeat
46068at3193	Complete	contig_4172	1634444	1620323	-	485.3	424	https://v10-1.orthodb.org/?query=46068at3193	Mediator of RNA polymerase II transcription subunit 17
46074at3193	Missing
46145at3193	Missing
46242at3193	Complete	contig_6105	1137281	1004690	-	516.8	452	https://v10-1.orthodb.org/?query=46242at3193	Misato Segment II tubulin-like domain
46320at3193	Missing
46404at3193	Missing
46642at3193	Complete	contig_8402	528407	489483	-	644.4	424	https://v10-1.orthodb.org/?query=46642at3193	DNA polymerase epsilon subunit
46855at3193	Complete	contig_4202	257031	254561	-	801.5	671	https://v10-1.orthodb.org/?query=46855at3193	Pentatricopeptide repeat
47066at3193	Complete	contig_10073	778891	781010	+	730.0	536	https://v10-1.orthodb.org/?query=47066at3193	Pentatricopeptide repeat
47174at3193	Missing
47240at3193	Complete	contig_8536	560826	594696	+	865.1	484	https://v10-1.orthodb.org/?query=47240at3193	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
47310at3193	Duplicated	contig_22184	432185	430687	-	379.2	427	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47310at3193	Duplicated	contig_15703	214396	208348	-	368.8	422	https://v10-1.orthodb.org/?query=47310at3193	Cytochrome P450
47493at3193	Missing
47494at3193	Missing
47507at3193	Missing
47597at3193	Missing
47650at3193	Missing
47754at3193	Missing
48106at3193	Missing
48428at3193	Missing
48502at3193	Complete	contig_3389	4248259	4246032	-	762.4	570	https://v10-1.orthodb.org/?query=48502at3193	Pentatricopeptide repeat
48546at3193	Complete	contig_13298	1318320	1203020	-	884.2	464	https://v10-1.orthodb.org/?query=48546at3193	Aldehyde dehydrogenase domain
48588at3193	Complete	contig_5760	960738	1011178	+	668.0	528	https://v10-1.orthodb.org/?query=48588at3193	Nicastrin
48921at3193	Complete	contig_19285	354842	326708	-	586.4	412	https://v10-1.orthodb.org/?query=48921at3193	Protoporphyrinogen oxidase
49273at3193	Missing
49334at3193	Missing
49491at3193	Missing
49704at3193	Missing
49808at3193	Complete	contig_12113	413094	422038	+	749.3	458	https://v10-1.orthodb.org/?query=49808at3193	AMP-binding, conserved site
49937at3193	Complete	contig_9396	942182	944095	+	449.8	389	https://v10-1.orthodb.org/?query=49937at3193	uncharacterized protein LOC103706052
49953at3193	Complete	contig_10076	997674	978840	-	446.1	426	https://v10-1.orthodb.org/?query=49953at3193	Light-mediated development protein DET1
50631at3193	Complete	contig_20933	342686	331756	-	676.2	449	https://v10-1.orthodb.org/?query=50631at3193	RNA helicase
50679at3193	Complete	contig_6131	597758	730896	+	623.9	491	https://v10-1.orthodb.org/?query=50679at3193	Peroxisomal/glyoxysomal leader peptide-processing protease
50762at3193	Complete	contig_5462	3716599	3763099	+	708.9	521	https://v10-1.orthodb.org/?query=50762at3193	Mu homology domain
51046at3193	Complete	contig_6568	61270	59466	-	895.1	592	https://v10-1.orthodb.org/?query=51046at3193	Pentatricopeptide repeat
51155at3193	Complete	contig_5462	4266071	4330159	+	619.5	435	https://v10-1.orthodb.org/?query=51155at3193	Tetratricopeptide repeat
51348at3193	Missing
51536at3193	Complete	contig_12113	224416	202403	-	646.6	371	https://v10-1.orthodb.org/?query=51536at3193	Pyridoxal phosphate-dependent transferase
51562at3193	Missing
51745at3193	Complete	contig_5784	3686022	3732303	+	1440.6	1527	https://v10-1.orthodb.org/?query=51745at3193	BP28, C-terminal domain
51750at3193	Complete	contig_7544	1079260	1149051	+	513.0	311	https://v10-1.orthodb.org/?query=51750at3193	JmjC domain
51868at3193	Missing
52194at3193	Missing
52234at3193	Complete	contig_8530	2518064	2515898	-	773.1	438	https://v10-1.orthodb.org/?query=52234at3193	Protein kinase domain
52464at3193	Complete	contig_4172	2788067	2834722	+	800.4	442	https://v10-1.orthodb.org/?query=52464at3193	Conserved oligomeric Golgi complex subunit 8
52497at3193	Complete	contig_13298	1425616	1511137	+	719.8	424	https://v10-1.orthodb.org/?query=52497at3193	ATPase, AAA-type, conserved site
52743at3193	Complete	contig_22024	915610	917669	+	673.6	493	https://v10-1.orthodb.org/?query=52743at3193	Transmembrane protein
52804at3193	Complete	contig_13298	3296105	3292337	-	642.9	428	https://v10-1.orthodb.org/?query=52804at3193	Alpha-1,3-glucosyltransferase
52837at3193	Complete	contig_5647	1861815	1940982	+	657.7	428	https://v10-1.orthodb.org/?query=52837at3193	PUA domain
52839at3193	Missing
52897at3193	Complete	contig_9064	1087396	1076357	-	941.0	577	https://v10-1.orthodb.org/?query=52897at3193	Transcription factor, GTP-binding domain
53003at3193	Complete	contig_7544	470489	424990	-	717.8	576	https://v10-1.orthodb.org/?query=53003at3193	Nucleolar complex-associated protein 3
53100at3193	Missing
53517at3193	Missing
53741at3193	Missing
53767at3193	Missing
53773at3193	Complete	contig_5363	587672	568660	-	777.4	452	https://v10-1.orthodb.org/?query=53773at3193	ATP-dependent DNA helicase
54177at3193	Complete	contig_3389	106209	242227	+	875.0	522	https://v10-1.orthodb.org/?query=54177at3193	tRNA-dihydrouridine(47) synthase 
54535at3193	Complete	contig_5363	118843	122898	+	687.4	485	https://v10-1.orthodb.org/?query=54535at3193	Pentatricopeptide repeat
54563at3193	Missing
54569at3193	Missing
54696at3193	Missing
54799at3193	Missing
54811at3193	Missing
54858at3193	Complete	contig_11500	2188243	2219773	+	880.7	472	https://v10-1.orthodb.org/?query=54858at3193	WD40 repeat
54907at3193	Complete	contig_12124	1280352	1444054	+	546.3	411	https://v10-1.orthodb.org/?query=54907at3193	SET domain
54931at3193	Complete	contig_14	1874582	1826828	-	1111.6	711	https://v10-1.orthodb.org/?query=54931at3193	ERCC4 domain
55141at3193	Complete	contig_5433	93557	107915	+	661.6	402	https://v10-1.orthodb.org/?query=55141at3193	Endonuclease/exonuclease/phosphatase
55426at3193	Complete	contig_5942	911017	954368	+	897.6	628	https://v10-1.orthodb.org/?query=55426at3193	Sec23/Sec24, helical domain
55477at3193	Complete	contig_1001	484460	483128	-	453.4	335	https://v10-1.orthodb.org/?query=55477at3193	Glycosyl transferase, family 1
55581at3193	Missing
55863at3193	Missing
56051at3193	Complete	contig_8455	467831	520983	+	524.3	348	https://v10-1.orthodb.org/?query=56051at3193	C-type lectin-like
56205at3193	Missing
56251at3193	Complete	contig_21693	1589652	1558118	-	660.9	398	https://v10-1.orthodb.org/?query=56251at3193	Regulator of chromosome condensation, RCC1
56324at3193	Complete	contig_4172	2897607	2904199	+	600.8	406	https://v10-1.orthodb.org/?query=56324at3193	Methyltransferase domain
56328at3193	Complete	contig_19103	2572822	2601181	+	722.5	404	https://v10-1.orthodb.org/?query=56328at3193	WD40 repeat
56338at3193	Missing
56560at3193	Complete	contig_5428	507849	469383	-	623.4	435	https://v10-1.orthodb.org/?query=56560at3193	Thiamine phosphate synthase/TenI
56606at3193	Missing
56690at3193	Complete	contig_15	2048782	2071036	+	671.8	429	https://v10-1.orthodb.org/?query=56690at3193	Mannosyltransferase
56819at3193	Complete	contig_21629	502035	574348	+	716.2	417	https://v10-1.orthodb.org/?query=56819at3193	Succinate semialdehyde dehydrogenase
56881at3193	Missing
56979at3193	Complete	contig_5433	2619230	2617408	-	802.5	483	https://v10-1.orthodb.org/?query=56979at3193	Pentatricopeptide repeat
57149at3193	Complete	contig_10228	743376	735400	-	648.7	469	https://v10-1.orthodb.org/?query=57149at3193	Protein arginine N-methyltransferase
57296at3193	Complete	contig_16772	59746	6789	-	541.0	383	https://v10-1.orthodb.org/?query=57296at3193	P-loop containing nucleoside triphosphate hydrolase
57372at3193	Complete	contig_22061	213089	90540	-	494.7	438	https://v10-1.orthodb.org/?query=57372at3193	Forkhead-associated (FHA) domain
57821at3193	Complete	contig_10574	1725773	1811782	+	554.6	363	https://v10-1.orthodb.org/?query=57821at3193	Kelch repeat type 1
57933at3193	Missing
57984at3193	Missing
58192at3193	Missing
58217at3193	Complete	contig_11808	1076879	1074846	-	766.2	591	https://v10-1.orthodb.org/?query=58217at3193	Pentatricopeptide repeat
58430at3193	Complete	contig_20786	255754	324458	+	599.1	414	https://v10-1.orthodb.org/?query=58430at3193	Eukaryotic translation initiation factor 2A
58451at3193	Missing
58480at3193	Missing
58847at3193	Missing
59153at3193	Complete	contig_4472	786442	826600	+	563.7	367	https://v10-1.orthodb.org/?query=59153at3193	Fungal lipase-like domain
59251at3193	Missing
59331at3193	Complete	contig_9396	615945	647004	+	509.5	439	https://v10-1.orthodb.org/?query=59331at3193	Ribonuclease CAF1
59418at3193	Complete	contig_25863	48880	33130	-	429.7	288	https://v10-1.orthodb.org/?query=59418at3193	tRNA (guanine(37)-N1)-methyltransferase
59555at3193	Complete	contig_5784	3312770	3207666	-	691.7	379	https://v10-1.orthodb.org/?query=59555at3193	WD40/YVTN repeat-like-containing domain superfamily
59621at3193	Missing
59659at3193	Complete	contig_4645	343437	345782	+	808.0	543	https://v10-1.orthodb.org/?query=59659at3193	Pentatricopeptide repeat
59885at3193	Complete	contig_22303	93588	92121	-	611.9	406	https://v10-1.orthodb.org/?query=59885at3193	Pentatricopeptide repeat
60079at3193	Missing
60224at3193	Complete	contig_3817	1593606	1638128	+	870.4	432	https://v10-1.orthodb.org/?query=60224at3193	Methylthiotransferase, N-terminal
60384at3193	Missing
60445at3193	Complete	contig_15	3502910	3499301	-	361.2	467	https://v10-1.orthodb.org/?query=60445at3193	K Homology domain, type 1
60563at3193	Missing
60794at3193	Complete	contig_19040	678449	685012	+	442.3	362	https://v10-1.orthodb.org/?query=60794at3193	GPI mannosyltransferase 2
60903at3193	Complete	contig_5462	4258661	4296471	+	788.6	412	https://v10-1.orthodb.org/?query=60903at3193	EF-hand domain
61155at3193	Fragmented	contig_3377	4316657	4358689	+	183.2	205	https://v10-1.orthodb.org/?query=61155at3193	Myosin heavy chain-like protein
61358at3193	Complete	contig_20590	210218	386630	+	481.5	343	https://v10-1.orthodb.org/?query=61358at3193	Protein arginine methyltransferase NDUFAF7
61517at3193	Complete	contig_22024	55242	67841	+	454.1	348	https://v10-1.orthodb.org/?query=61517at3193	Pseudouridine synthase, catalytic domain superfamily
61714at3193	Missing
61850at3193	Complete	contig_6893	3226956	3176618	-	1007.1	621	https://v10-1.orthodb.org/?query=61850at3193	Cleavage and polyadenylation specificity factor subunit 2
61944at3193	Missing
62081at3193	Missing
62306at3193	Complete	contig_5688	240482	238960	-	591.1	421	https://v10-1.orthodb.org/?query=62306at3193	Helicase, C-terminal
62651at3193	Missing
62699at3193	Missing
62741at3193	Missing
62778at3193	Missing
63082at3193	Missing
63156at3193	Complete	contig_22033	458648	497598	+	372.6	416	https://v10-1.orthodb.org/?query=63156at3193	YAP-binding/ALF4/Glomulin
63167at3193	Complete	contig_22184	1416935	1405723	-	501.9	401	https://v10-1.orthodb.org/?query=63167at3193	Ankyrin repeat-containing domain
63302at3193	Missing
63493at3193	Complete	contig_5993	1892415	1833140	-	702.7	637	https://v10-1.orthodb.org/?query=63493at3193	Nucleolar protein 14
63577at3193	Missing
63615at3193	Complete	contig_22024	1086418	1087949	+	644.2	423	https://v10-1.orthodb.org/?query=63615at3193	Pentatricopeptide repeat
63780at3193	Missing
63805at3193	Complete	contig_3817	303365	355320	+	592.5	395	https://v10-1.orthodb.org/?query=63805at3193	DNA-directed primase/polymerase protein isoform X1
63808at3193	Missing
64104at3193	Complete	contig_7782	153629	31214	-	495.2	366	https://v10-1.orthodb.org/?query=64104at3193	Helicase, C-terminal
64471at3193	Complete	contig_5433	395922	330488	-	544.9	378	https://v10-1.orthodb.org/?query=64471at3193	P-loop containing nucleoside triphosphate hydrolase
64632at3193	Fragmented	contig_20843	1311003	1334893	+	233.4	264	https://v10-1.orthodb.org/?query=64632at3193	GRAM domain
64817at3193	Complete	contig_5433	2515274	2517247	+	691.2	516	https://v10-1.orthodb.org/?query=64817at3193	Pentatricopeptide repeat
64833at3193	Complete	contig_5170	1133489	1121331	-	428.6	389	https://v10-1.orthodb.org/?query=64833at3193	Rtr1/RPAP2 domain
64856at3193	Complete	contig_4172	1283446	1280225	-	378.8	339	https://v10-1.orthodb.org/?query=64856at3193	Pyridoxal phosphate-dependent transferase
64974at3193	Complete	contig_26	1147059	1195546	+	1130.3	746	https://v10-1.orthodb.org/?query=64974at3193	DNA mismatch repair protein MutS, core
65268at3193	Complete	contig_13298	3315046	3300635	-	700.7	454	https://v10-1.orthodb.org/?query=65268at3193	SUI1 domain
65741at3193	Missing
66247at3193	Missing
66400at3193	Missing
66547at3193	Complete	contig_9069	452534	470658	+	591.6	384	https://v10-1.orthodb.org/?query=66547at3193	Ribosomal protein Rsm22-like
67201at3193	Missing
67266at3193	Complete	contig_4729	827166	788027	-	856.6	454	https://v10-1.orthodb.org/?query=67266at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
67313at3193	Fragmented	contig_4709	1345004	1250779	-	609.3	471	https://v10-1.orthodb.org/?query=67313at3193	Nucleoporin Nup88
67480at3193	Missing
67617at3193	Complete	contig_6165	121202	255021	+	520.7	419	https://v10-1.orthodb.org/?query=67617at3193	Phosphatidylinositol-glycan biosynthesis class S protein
67674at3193	Complete	contig_5363	322245	356779	+	536.2	386	https://v10-1.orthodb.org/?query=67674at3193	Glycosyltransferase subfamily 4-like, N-terminal domain
67893at3193	Missing
67959at3193	Complete	contig_10247	6044451	6052683	+	460.3	420	https://v10-1.orthodb.org/?query=67959at3193	Cytochrome B561-related
68087at3193	Complete	contig_5993	366357	439497	+	645.8	408	https://v10-1.orthodb.org/?query=68087at3193	Mannosyltransferase
68203at3193	Complete	contig_4878	486484	592794	+	593.8	363	https://v10-1.orthodb.org/?query=68203at3193	Protein arginine methyltransferase NDUFAF7
68266at3193	Missing
68623at3193	Complete	contig_26	86134	101759	+	575.3	382	https://v10-1.orthodb.org/?query=68623at3193	tRNA A64-2'-O-ribosylphosphate transferase
68670at3193	Fragmented	contig_16000	886236	876544	-	626.6	381	https://v10-1.orthodb.org/?query=68670at3193	Ubiquitin specific protease, conserved site
68859at3193	Missing
68939at3193	Complete	contig_20834	489797	506917	+	497.9	361	https://v10-1.orthodb.org/?query=68939at3193	GDP-fucose protein O-fucosyltransferase
68974at3193	Missing
69003at3193	Complete	contig_14	899329	838549	-	684.1	401	https://v10-1.orthodb.org/?query=69003at3193	Root UVB sensitive family
69167at3193	Complete	contig_6321	3551248	3549777	-	557.1	392	https://v10-1.orthodb.org/?query=69167at3193	Pentatricopeptide repeat
